render.html	手机淘宝	http://192.168.99.100:8050/render.html	打开淘宝领金币-人人有份 手机淘宝（Android版）是阿里巴巴专为Android手机用户推出的满足其生活消费和线上购物需求的软件，具有查看附近的生活优惠信息、商品搜索、浏览、购买、支付、收藏、物流查询、旺旺沟通等在线功能，成为了用户方便快捷的生活消费入口	C20252: 京东,C5373: 支付宝,C57804: 天猫,C40224: 相片组合 Phot…,C10193357: 微医,C174391: 百度云,C32569: 优酷,C55726: 明星同款-一闪…,C183901: WiFi信号增强…,C2060: 导航犬,C34075: 手机淘宝,C5373: 支付宝,C10049053: 华为商城,C57804: 天猫,C5206: 美团,C10608: 大众点评,C20252: 京东,C31975: 墨迹天气,C135323: 灵犀语音助手,C9136: 唯品会,
render.html	UC浏览器	http://192.168.99.100:8050/render.html	如约巴士：是广州地区专属的巴士预约服务软件。服务亮点：1.出行需求定制：用户通过软件对自己日常的出行需求（包括出发地点、到达地点、出发时间等）进行描述，专业人员在后台对用户的出行需求进行汇总分析，规划符合用户出行的巴士线路。2.安全可靠、服务专业。所有从业司机、车辆属于公交企业管理，均由广州市客运管理处备案；所有从业司机均由公交企业管理、调配，多年从业经验，	C20252: 京东,C183901: WiFi信号增强…,C174391: 百度云,C10114178: 流量宝,C10057661: Google Play…,C10237646: 3D暴力飙车,C22852: 暴风影音,C10212671: 阿达脑训练,C10059250: 神庙逃亡2,C10191116: 图片合成器,C27162: 华为应用市场,C66323: 华为备份,C10055832: 华为文件管理(…,C21976: UC浏览器,C10067631: 华为手机服务,C20679: QQ浏览器,C10207207: 华为云服务,C10059090: 华为游戏中心,C10060708: 华为支付,C2682: 搜狗输入法,
render.html	华为手机服务	http://192.168.99.100:8050/render.html	华为手机服务:“手机服务”为华为手机用户提供立体在线服务，集成智能问答、用户指南、服务网点、花粉论坛等必备服务，旨在为用户提供统一的手机售后服务入口，帮助用户便捷定位和快速解决问题，让您安心、省心、放心地使用华为手机。 主要功能： 1、华为会员：华为提供给终端消费者的一项增值服务，是消费者尊贵身份的象征。会员可享受专属售后服务、VIP客服、应用和游戏特权、生活	C9319: QQ,C5683: 微信,C183901: WiFi信号增强…,C2217: 我查查,C3466: 酷狗音乐,C21976: UC浏览器,C174391: 百度云,C10220136: QQ音乐,C31346: 手机百度,C2682: 搜狗输入法,C27162: 华为应用市场,C66323: 华为备份,C10055832: 华为文件管理(…,C21976: UC浏览器,C10067631: 华为手机服务,C20679: QQ浏览器,C10207207: 华为云服务,C10059090: 华为游戏中心,C10060708: 华为支付,C2682: 搜狗输入法,
render.html	 高德地图 	http://192.168.99.100:8050/render.html	 高德地图 :国内专业的手机地图，超过3.2亿用户在使用！高德地图是应用商店上数据准确率高、省流量、躲避拥堵功能强大的手机地图，平均每天为用户省油61万升！ 高德地图作为苹果中国地图数据独家供应商，深耕地图领域12年，专注数字地图内容、导航和位置服务解决方案。  我们能为您提供准确的位置信息 -地点、道路数据值得信赖 -定位精准，误差率低  	C20252: 京东,C183901: WiFi信号增强…,C10017070: 高铁管家,C40224: 相片组合 Phot…,C2217: 我查查,C10099655: 铁路12306,C31346: 手机百度,C107870: e代驾,C9319: QQ,C3382: 百度地图,C3382: 百度地图,C20911:  高德地图 ,C262: 去哪儿旅行,C5157: 携程旅行,C5745: 天翼导航,C3403: 高德导航,C39196: 艺龙旅行,C10067576: 116114,C10027946: 快的打车,C12192: 同程旅游,
render.html	华为云服务	http://192.168.99.100:8050/render.html	【软件介绍】 华为云服务集合个人数据同步、云相册、手机找回等多种基础云功能，旨在为消费者提供易用、快捷、智能、安全的一站式个人数据管理服务。  【功能特色】 1.联系人自动同步，手机和云端始终保持一致，换机也不会丢失联系人。 2.支持多种联系人数据整理方式：本地覆盖云端、云端覆盖本地、智能合并，满足各种场景需要。 3.短信	C20252: 京东,C183901: WiFi信号增强…,C174391: 百度云,C23707: 违章查询,C10067631: 华为手机服务,C21976: UC浏览器,C2682: 搜狗输入法,C6337: 百度输入法,C2217: 我查查,C10159654: 更换字体管家(…,C27162: 华为应用市场,C66323: 华为备份,C10055832: 华为文件管理(…,C21976: UC浏览器,C10067631: 华为手机服务,C20679: QQ浏览器,C10207207: 华为云服务,C10059090: 华为游戏中心,C10060708: 华为支付,C2682: 搜狗输入法,
render.html	百度地图	http://192.168.99.100:8050/render.html	【基本功能介绍】 用百度地图，快速定位你的位置，探索周边美食娱乐。 不但可以找位置，还能帮你“到这去”，公交、驾车、步行三种出行方式任你选择，还有蚯蚓路线、免费语音导航、时间胶囊让你出行无忧。 丰富的贴心功能，帮你玩转地图。离线地图，节省流量。收藏夹可以同步云端，实现电脑、手机、Pad三端贯通，永不丢失。 【温馨提示】 Andr	C20252: 京东,C34075: 手机淘宝,C183440: 签证侠香香,C10179513: 单机斗地主,C39289: 手机通信Whats…,C5683: 微信,C5341: 网易公开课,C174391: 百度云,C183901: WiFi信号增强…,C2682: 搜狗输入法,C3382: 百度地图,C20911:  高德地图 ,C262: 去哪儿旅行,C5157: 携程旅行,C5745: 天翼导航,C3403: 高德导航,C39196: 艺龙旅行,C10067576: 116114,C10027946: 快的打车,C12192: 同程旅游,
render.html	华为文件管理(含网盘)	http://192.168.99.100:8050/render.html	华为文件管理(含网盘):【软件介绍】  【华为文件管理】是华为公司为用户精心打造的一款好用、易用的资源管理共享类应用软件。体贴的分类让您可以快速找到图片、音频、文档、视频、压缩包等文件，不再纠结于N级的文件目录。 【华为文件管理】支持中文、英文、法语、西班牙语、俄语、日语、韩语等42国语言，适配华为手机安卓系统4.0及以上。  【功能特色】  1.支持	C54626: 铃声多多,C10114178: 流量宝,C174391: 百度云,C183901: WiFi信号增强…,C21976: UC浏览器,C10047107: 滴滴出行,C10017070: 高铁管家,C10100910: 清理精灵,C10057661: Google Play…,C66323: 华为备份,C27162: 华为应用市场,C66323: 华为备份,C10055832: 华为文件管理(…,C21976: UC浏览器,C10067631: 华为手机服务,C20679: QQ浏览器,C10207207: 华为云服务,C10059090: 华为游戏中心,C10060708: 华为支付,C2682: 搜狗输入法,
render.html	华为支付	http://192.168.99.100:8050/render.html	为方便市民快捷地获取深圳市人力资源和社会保障局相关业务信息，现推出深圳人社手机客户端。深圳人社手机客户端是深圳市人力资源和社会保障局与深圳移动合作开发的一款集查询、办理功能为一体的便民手机应用。通过该客户端，深圳市民可以查询社保余额、社保缴费消费明细等，也可对家庭个人账户绑定等业务进行在线办理。另外，劳动、考试、人才引进等更多功能将陆续上线，敬请期待。	C20252: 京东,C10174759: 消灭糖果贺岁版,C10113531: 保卫萝卜2,C10249215: 超级玛丽酷跑,C10075868: 地铁跑酷,C183901: WiFi信号增强…,C54626: 铃声多多,C10057661: Google Play…,C174391: 百度云,C10114178: 流量宝,C27162: 华为应用市场,C66323: 华为备份,C10055832: 华为文件管理(…,C21976: UC浏览器,C10067631: 华为手机服务,C20679: QQ浏览器,C10207207: 华为云服务,C10059090: 华为游戏中心,C10060708: 华为支付,C2682: 搜狗输入法,
render.html	音乐	http://192.168.99.100:8050/render.html	抢工作，来无忧！无忧阿姨，最接地气的家政APP。  无忧阿姨是一款面向阿姨的手机APP，为阿姨们量身定制的应用。通过它阿姨们可以接到“无忧保姆”雇主实时的发布的需求从而实现抢单找到工作。无忧阿姨是基于LBS基础之上，让阿姨们能够查看 附近的雇主发布的需求列表，通过筛选、电话协调等方式找到最适合自己的工作。  【特色功能】 	C3466: 酷狗音乐,C10220136: QQ音乐,C10191116: 图片合成器,C10017070: 高铁管家,C5683: 微信,C174391: 百度云,C9319: QQ,C5373: 支付宝,C39289: 手机通信Whats…,C54626: 铃声多多,C10021449: 音乐,C3466: 酷狗音乐,C2002: 爱奇艺,C20960: 搜狐视频,C32569: 优酷,C29156: 腾讯视频,C290: 酷我音乐,C2068: 多米音乐,C10162466: 爱看4G视频,C22852: 暴风影音,
render.html	微博	http://192.168.99.100:8050/render.html	抢工作，来无忧！无忧阿姨，最接地气的家政APP。  无忧阿姨是一款面向阿姨的手机APP，为阿姨们量身定制的应用。通过它阿姨们可以接到“无忧保姆”雇主实时的发布的需求从而实现抢单找到工作。无忧阿姨是基于LBS基础之上，让阿姨们能够查看 附近的雇主发布的需求列表，通过筛选、电话协调等方式找到最适合自己的工作。  【特色功能】 	C20252: 京东,C34075: 手机淘宝,C183901: WiFi信号增强…,C37161: YY,C5373: 支付宝,C2217: 我查查,C5683: 微信,C2682: 搜狗输入法,C55726: 明星同款-一闪…,C9319: QQ,C5683: 微信,C9319: QQ,C7166: 微博,C23563: 陌陌,C10154337: 易信,C10085602: 花粉俱乐部,C37549: 189邮箱,C2543: QQ同步助手,C19185: 百度贴吧,C30467: 飞信,
render.html	支付宝	http://192.168.99.100:8050/render.html	双旦红包送不停！  支付宝9.0是支付宝十一年来最大的一次蜕变，除了继续内置风靡全国的“余额宝”，还信用卡、转账、充话费、缴水电煤全部免费，新支付宝还提供了以你为中心的餐饮、生活服务、理财保险、场景关系等一系列全新服务 。在这里你可以享受消费打折、为家人建立亲情账户，跟好友建群互动......这将是一个3.5亿实名用户共同生活其中的一站式生活平台	C20252: 京东,C34075: 手机淘宝,C3382: 百度地图,C10047107: 滴滴出行,C174391: 百度云,C55726: 明星同款-一闪…,C2217: 我查查,C10099655: 铁路12306,C183901: WiFi信号增强…,C20911:  高德地图 ,C34075: 手机淘宝,C5373: 支付宝,C10049053: 华为商城,C57804: 天猫,C5206: 美团,C10608: 大众点评,C20252: 京东,C31975: 墨迹天气,C135323: 灵犀语音助手,C9136: 唯品会,
render.html	华为应用市场	http://192.168.99.100:8050/render.html	新版本特性： 1、分类页面改版，操作更便捷； 2、我的页面改版，美观又方便； 3、通知栏消息优化，多条合并成一条； 4、签到花瓣手动领取了，自2015-12-15日起，每天需在新版本的赚花瓣页面领取，届时旧版本将无法获取签到花瓣，请及时更新到新版本。   华为应用市场 --放心下，畅快玩！ 1、提供新鲜、	C20252: 京东,C183901: WiFi信号增强…,C10047107: 滴滴出行,C54626: 铃声多多,C9319: QQ,C10114178: 流量宝,C32569: 优酷,C77434: 违章查询助手,C2217: 我查查,C37161: YY,C27162: 华为应用市场,C66323: 华为备份,C10055832: 华为文件管理(…,C21976: UC浏览器,C10067631: 华为手机服务,C20679: QQ浏览器,C10207207: 华为云服务,C10059090: 华为游戏中心,C10060708: 华为支付,C2682: 搜狗输入法,
render.html	QQ	http://192.168.99.100:8050/render.html	“比呀比海外购”：海外精品直邮的高品质跨境购物平台（http://www.biyabi.com）是领先的移动国际跨境购物入口平台，用户遍及中国、美国、韩国、俄罗斯、乌克兰等120多个国家和地区，专注于创造更简便、更安心、更快速、更实惠的海外购物体验。  “比呀比海外购”与海内外200余家一线电商网站合作，涵盖百万种海外高品质商品，涉及服装鞋包、美	C20252: 京东,C5683: 微信,C34075: 手机淘宝,C5373: 支付宝,C2217: 我查查,C3466: 酷狗音乐,C41529: 万年历,C183901: WiFi信号增强…,C2682: 搜狗输入法,C10220136: QQ音乐,C5683: 微信,C9319: QQ,C7166: 微博,C23563: 陌陌,C10154337: 易信,C10085602: 花粉俱乐部,C37549: 189邮箱,C2543: QQ同步助手,C19185: 百度贴吧,C30467: 飞信,
render.html	微信	http://192.168.99.100:8050/render.html	“比呀比海外购”：海外精品直邮的高品质跨境购物平台（http://www.biyabi.com）是领先的移动国际跨境购物入口平台，用户遍及中国、美国、韩国、俄罗斯、乌克兰等120多个国家和地区，专注于创造更简便、更安心、更快速、更实惠的海外购物体验。  “比呀比海外购”与海内外200余家一线电商网站合作，涵盖百万种海外高品质商品，涉及服装鞋包、美	C183901: WiFi信号增强…,C20252: 京东,C9319: QQ,C3466: 酷狗音乐,C34075: 手机淘宝,C5373: 支付宝,C10191116: 图片合成器,C10017070: 高铁管家,C40224: 相片组合 Phot…,C3382: 百度地图,C5683: 微信,C9319: QQ,C7166: 微博,C23563: 陌陌,C10154337: 易信,C10085602: 花粉俱乐部,C37549: 189邮箱,C2543: QQ同步助手,C19185: 百度贴吧,C30467: 飞信,
